Country,alpha_2_code,alpha_3_code,numeric_code,Indicator,Year,Value,Gender,observation_status,current_age
Dominica,DM,DMA,212,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,94,Total,Estimated value,Total
Dominica,DM,DMA,212,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,94,Total,Estimated value,Total
Dominica,DM,DMA,212,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,91,Total,Estimated value,Total
Dominica,DM,DMA,212,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,89,Total,Estimated value,Total
Dominica,DM,DMA,212,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,94,Total,Estimated value,Total
Dominica,DM,DMA,212,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,92,Total,Estimated value,Total
Dominica,DM,DMA,212,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,81,Total,Estimated value,Total
Dominica,DM,DMA,212,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,81,Total,Estimated value,Total
Dominica,DM,DMA,212,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,92,Total,Estimated value,Total
Dominica,DM,DMA,212,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,90,Total,Estimated value,Total
Dominica,DM,DMA,212,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,87,Total,Estimated value,Total
Dominica,DM,DMA,212,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,87,Total,Estimated value,Total
Dominica,DM,DMA,212,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,87,Total,Estimated value,Total
Dominican Republic,DO,DOM,214,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,31,Total,Estimated value,Total
Dominican Republic,DO,DOM,214,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,60,Total,Estimated value,Total
Dominican Republic,DO,DOM,214,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,55,Total,Estimated value,Total
Dominican Republic,DO,DOM,214,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,60,Total,Estimated value,Total
Dominican Republic,DO,DOM,214,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,65,Total,Estimated value,Total
Dominican Republic,DO,DOM,214,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,70,Total,Estimated value,Total
Ecuador,EC,ECU,218,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,99,Total,Estimated value,Total
Ecuador,EC,ECU,218,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,91,Total,Estimated value,Total
Ecuador,EC,ECU,218,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,92,Total,Estimated value,Total
Ecuador,EC,ECU,218,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,81,Total,Estimated value,Total
Ecuador,EC,ECU,218,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,70,Total,Estimated value,Total
Ecuador,EC,ECU,218,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,59,Total,Estimated value,Total
Ecuador,EC,ECU,218,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,76,Total,Estimated value,Total
Ecuador,EC,ECU,218,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,64,Total,Estimated value,Total
Ecuador,EC,ECU,218,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,73,Total,Estimated value,Total
Ecuador,EC,ECU,218,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,74,Total,Estimated value,Total
Ecuador,EC,ECU,218,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,76,Total,Estimated value,Total
Ecuador,EC,ECU,218,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,70,Total,Estimated value,Total
Ecuador,EC,ECU,218,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,58,Total,Estimated value,Total
Ecuador,EC,ECU,218,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,60,Total,Estimated value,Total
Ecuador,EC,ECU,218,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,60,Total,Estimated value,Total
Egypt,EG,EGY,818,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2000,97,Total,Estimated value,Total
Egypt,EG,EGY,818,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2001,99,Total,Estimated value,Total
Egypt,EG,EGY,818,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2002,96,Total,Estimated value,Total
Egypt,EG,EGY,818,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2003,97,Total,Estimated value,Total
Egypt,EG,EGY,818,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,96,Total,Estimated value,Total
Egypt,EG,EGY,818,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,97,Total,Estimated value,Total
Egypt,EG,EGY,818,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,97,Total,Estimated value,Total
Egypt,EG,EGY,818,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,97,Total,Estimated value,Total
Egypt,EG,EGY,818,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,96,Total,Estimated value,Total
Egypt,EG,EGY,818,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,96,Total,Estimated value,Total
Egypt,EG,EGY,818,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,97,Total,Estimated value,Total
Egypt,EG,EGY,818,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,97,Total,Estimated value,Total
Egypt,EG,EGY,818,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,92,Total,Estimated value,Total
Egypt,EG,EGY,818,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,96,Total,Estimated value,Total
Egypt,EG,EGY,818,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,93,Total,Estimated value,Total
Egypt,EG,EGY,818,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,92,Total,Estimated value,Total
Egypt,EG,EGY,818,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,96,Total,Estimated value,Total
Egypt,EG,EGY,818,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,94,Total,Estimated value,Total
Egypt,EG,EGY,818,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,94,Total,Estimated value,Total
Egypt,EG,EGY,818,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,94,Total,Estimated value,Total
Egypt,EG,EGY,818,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,94,Total,Estimated value,Total
Egypt,EG,EGY,818,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,96,Total,Estimated value,Total
Egypt,EG,EGY,818,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,96,Total,Estimated value,Total
Egypt,EG,EGY,818,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,95,Total,Estimated value,Total
El Salvador,SV,SLV,222,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2003,77,Total,Estimated value,Total
El Salvador,SV,SLV,222,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,80,Total,Estimated value,Total
El Salvador,SV,SLV,222,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,85,Total,Estimated value,Total
El Salvador,SV,SLV,222,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,89,Total,Estimated value,Total
El Salvador,SV,SLV,222,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,86,Total,Estimated value,Total
El Salvador,SV,SLV,222,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,79,Total,Estimated value,Total
El Salvador,SV,SLV,222,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,82,Total,Estimated value,Total
El Salvador,SV,SLV,222,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,78,Total,Estimated value,Total
El Salvador,SV,SLV,222,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,81,Total,Estimated value,Total
El Salvador,SV,SLV,222,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,95,Total,Estimated value,Total
El Salvador,SV,SLV,222,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,85,Total,Estimated value,Total
El Salvador,SV,SLV,222,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,85,Total,Estimated value,Total
El Salvador,SV,SLV,222,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,88,Total,Estimated value,Total
El Salvador,SV,SLV,222,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,87,Total,Estimated value,Total
El Salvador,SV,SLV,222,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,86,Total,Estimated value,Total
El Salvador,SV,SLV,222,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,85,Total,Estimated value,Total
El Salvador,SV,SLV,222,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,76,Total,Estimated value,Total
El Salvador,SV,SLV,222,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,66,Total,Estimated value,Total
El Salvador,SV,SLV,222,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,80,Total,Estimated value,Total
El Salvador,SV,SLV,222,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,72,Total,Estimated value,Total
El Salvador,SV,SLV,222,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,71,Total,Estimated value,Total
Equatorial Guinea,GQ,GNQ,226,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,17,Total,Estimated value,Total
Equatorial Guinea,GQ,GNQ,226,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,13,Total,Estimated value,Total
Equatorial Guinea,GQ,GNQ,226,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,28,Total,Estimated value,Total
Eritrea,ER,ERI,232,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,88,Total,Estimated value,Total
Eritrea,ER,ERI,232,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,88,Total,Estimated value,Total
Eritrea,ER,ERI,232,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,88,Total,Estimated value,Total
Eritrea,ER,ERI,232,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,85,Total,Estimated value,Total
Eritrea,ER,ERI,232,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,85,Total,Estimated value,Total
Eritrea,ER,ERI,232,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,85,Total,Estimated value,Total
Eritrea,ER,ERI,232,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,85,Total,Estimated value,Total
Eritrea,ER,ERI,232,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,85,Total,Estimated value,Total
Eritrea,ER,ERI,232,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,85,Total,Estimated value,Total
Estonia,EE,EST,233,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2000,89,Total,Estimated value,Total
Estonia,EE,EST,233,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2001,84,Total,Estimated value,Total
Estonia,EE,EST,233,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2002,94,Total,Estimated value,Total
Estonia,EE,EST,233,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2003,96,Total,Estimated value,Total
Estonia,EE,EST,233,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,97,Total,Estimated value,Total
Estonia,EE,EST,233,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,98,Total,Estimated value,Total
Estonia,EE,EST,233,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,98,Total,Estimated value,Total
Estonia,EE,EST,233,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,96,Total,Estimated value,Total
Estonia,EE,EST,233,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,97,Total,Estimated value,Total
Estonia,EE,EST,233,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,96,Total,Estimated value,Total
Estonia,EE,EST,233,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,95,Total,Estimated value,Total
Estonia,EE,EST,233,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,95,Total,Estimated value,Total
Estonia,EE,EST,233,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,94,Total,Estimated value,Total
Estonia,EE,EST,233,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,92,Total,Estimated value,Total
Estonia,EE,EST,233,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,93,Total,Estimated value,Total
Estonia,EE,EST,233,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,92,Total,Estimated value,Total
Estonia,EE,EST,233,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,92,Total,Estimated value,Total
Estonia,EE,EST,233,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,91,Total,Estimated value,Total
Estonia,EE,EST,233,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,88,Total,Estimated value,Total
Estonia,EE,EST,233,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,90,Total,Estimated value,Total
Estonia,EE,EST,233,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,87,Total,Estimated value,Total
Estonia,EE,EST,233,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,84,Total,Estimated value,Total
Estonia,EE,EST,233,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,84,Total,Estimated value,Total
Estonia,EE,EST,233,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,84,Total,Estimated value,Total
Swaziland,SZ,SWZ,748,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2002,99,Total,Estimated value,Total
Swaziland,SZ,SWZ,748,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2003,99,Total,Estimated value,Total
Swaziland,SZ,SWZ,748,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,99,Total,Estimated value,Total
Swaziland,SZ,SWZ,748,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,99,Total,Estimated value,Total
Swaziland,SZ,SWZ,748,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,99,Total,Estimated value,Total
Swaziland,SZ,SWZ,748,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,99,Total,Estimated value,Total
Swaziland,SZ,SWZ,748,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,99,Total,Estimated value,Total
Swaziland,SZ,SWZ,748,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,99,Total,Estimated value,Total
Swaziland,SZ,SWZ,748,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,99,Total,Estimated value,Total
Swaziland,SZ,SWZ,748,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,92,Total,Estimated value,Total
Swaziland,SZ,SWZ,748,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,52,Total,Estimated value,Total
Swaziland,SZ,SWZ,748,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,89,Total,Estimated value,Total
Swaziland,SZ,SWZ,748,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,89,Total,Estimated value,Total
Swaziland,SZ,SWZ,748,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,83,Total,Estimated value,Total
Swaziland,SZ,SWZ,748,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,76,Total,Estimated value,Total
Swaziland,SZ,SWZ,748,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,70,Total,Estimated value,Total
Swaziland,SZ,SWZ,748,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,75,Total,Estimated value,Total
Swaziland,SZ,SWZ,748,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,75,Total,Estimated value,Total
Swaziland,SZ,SWZ,748,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,70,Total,Estimated value,Total
Swaziland,SZ,SWZ,748,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,69,Total,Estimated value,Total
Swaziland,SZ,SWZ,748,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,77,Total,Estimated value,Total
Swaziland,SZ,SWZ,748,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,82,Total,Estimated value,Total
Ethiopia,ET,ETH,231,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,41,Total,Estimated value,Total
Ethiopia,ET,ETH,231,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,46,Total,Estimated value,Total
Ethiopia,ET,ETH,231,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,46,Total,Estimated value,Total
Ethiopia,ET,ETH,231,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,48,Total,Estimated value,Total
Ethiopia,ET,ETH,231,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,53,Total,Estimated value,Total
Fiji,FJ,FJI,242,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,74,Total,Estimated value,Total
Fiji,FJ,FJI,242,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,94,Total,Estimated value,Total
Fiji,FJ,FJI,242,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,94,Total,Estimated value,Total
Fiji,FJ,FJI,242,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,93,Total,Estimated value,Total
Fiji,FJ,FJI,242,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,93,Total,Estimated value,Total
Fiji,FJ,FJI,242,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,93,Total,Estimated value,Total
Fiji,FJ,FJI,242,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,93,Total,Estimated value,Total
Fiji,FJ,FJI,242,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,92,Total,Estimated value,Total
Fiji,FJ,FJI,242,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,92,Total,Estimated value,Total
Fiji,FJ,FJI,242,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,86,Total,Estimated value,Total
Fiji,FJ,FJI,242,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,94,Total,Estimated value,Total
Fiji,FJ,FJI,242,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,83,Total,Estimated value,Total
Fiji,FJ,FJI,242,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,86,Total,Estimated value,Total
Fiji,FJ,FJI,242,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,89,Total,Estimated value,Total
Fiji,FJ,FJI,242,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,72,Total,Estimated value,Total
Fiji,FJ,FJI,242,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,71,Total,Estimated value,Total
Fiji,FJ,FJI,242,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,78,Total,Estimated value,Total
Fiji,FJ,FJI,242,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,84,Total,Estimated value,Total
Fiji,FJ,FJI,242,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,83,Total,Estimated value,Total
Finland,FI,FIN,246,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,85,Total,Estimated value,Total
Finland,FI,FIN,246,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,92,Total,Estimated value,Total
Finland,FI,FIN,246,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,93,Total,Estimated value,Total
Finland,FI,FIN,246,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,93,Total,Estimated value,Total
Finland,FI,FIN,246,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,93,Total,Estimated value,Total
Finland,FI,FIN,246,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,93,Total,Estimated value,Total
Finland,FI,FIN,246,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,92,Total,Estimated value,Total
Finland,FI,FIN,246,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,92,Total,Estimated value,Total
France,FR,FRA,250,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,61,Total,Estimated value,Total
France,FR,FRA,250,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,67,Total,Estimated value,Total
France,FR,FRA,250,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,72,Total,Estimated value,Total
France,FR,FRA,250,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,75,Total,Estimated value,Total
France,FR,FRA,250,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,77,Total,Estimated value,Total
France,FR,FRA,250,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,79,Total,Estimated value,Total
France,FR,FRA,250,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,80,Total,Estimated value,Total
France,FR,FRA,250,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,80,Total,Estimated value,Total
France,FR,FRA,250,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,83,Total,Estimated value,Total
France,FR,FRA,250,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,86,Total,Estimated value,Total
France,FR,FRA,250,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,90,Total,Estimated value,Total
France,FR,FRA,250,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,91,Total,Estimated value,Total
France,FR,FRA,250,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,92,Total,Estimated value,Total
France,FR,FRA,250,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,93,Total,Estimated value,Total
Gambia,GM,GMB,270,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,56,Total,Estimated value,Total
Gambia,GM,GMB,270,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,53,Total,Estimated value,Total
Gambia,GM,GMB,270,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,73,Total,Estimated value,Total
Gambia,GM,GMB,270,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,81,Total,Estimated value,Total
Gambia,GM,GMB,270,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,79,Total,Estimated value,Total
Gambia,GM,GMB,270,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,68,Total,Estimated value,Total
Gambia,GM,GMB,270,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,71,Total,Estimated value,Total
Gambia,GM,GMB,270,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,61,Total,Estimated value,Total
Gambia,GM,GMB,270,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,61,Total,Estimated value,Total
Gambia,GM,GMB,270,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,61,Total,Estimated value,Total
Gambia,GM,GMB,270,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,52,Total,Estimated value,Total
Gambia,GM,GMB,270,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2023,73,Total,Estimated value,Total
Georgia,GE,GEO,268,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2001,8,Total,Estimated value,Total
Georgia,GE,GEO,268,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2002,40,Total,Estimated value,Total
Georgia,GE,GEO,268,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2003,57,Total,Estimated value,Total
Georgia,GE,GEO,268,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,75,Total,Estimated value,Total
Georgia,GE,GEO,268,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,87,Total,Estimated value,Total
