country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Dominican Republic,DO,DOM,214,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,32.75,Total,Units,%,Modelled,,,Total
Ecuador,EC,ECU,218,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,30.87000084,Female,Units,%,Modelled,,,Total
Ecuador,EC,ECU,218,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,36.06000137,Male,Units,%,Modelled,,,Total
Ecuador,EC,ECU,218,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,33.52000046,Total,Units,%,Modelled,,,Total
Egypt,EG,EGY,818,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,45.75999832,Female,Units,%,Modelled,,,Total
Egypt,EG,EGY,818,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,39.22999954,Male,Units,%,Modelled,,,Total
Egypt,EG,EGY,818,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,42.41999817,Total,Units,%,Modelled,,,Total
El Salvador,SV,SLV,222,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,29.68000031,Female,Units,%,Modelled,,,Total
El Salvador,SV,SLV,222,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,28.88999939,Male,Units,%,Modelled,,,Total
El Salvador,SV,SLV,222,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,29.27000046,Total,Units,%,Modelled,,,Total
Equatorial Guinea,GQ,GNQ,226,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,13.5,Female,Units,%,Modelled,,,Total
Equatorial Guinea,GQ,GNQ,226,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,15.97999954,Male,Units,%,Modelled,,,Total
Equatorial Guinea,GQ,GNQ,226,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,14.75,Total,Units,%,Modelled,,,Total
Eritrea,ER,ERI,232,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,11.72000027,Female,Units,%,Modelled,,,Total
Eritrea,ER,ERI,232,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,9.680000305,Male,Units,%,Modelled,,,Total
Eritrea,ER,ERI,232,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,10.68999958,Total,Units,%,Modelled,,,Total
Estonia,EE,EST,233,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,24.95999908,Female,Units,%,Modelled,,,Total
Estonia,EE,EST,233,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,31.76000023,Male,Units,%,Modelled,,,Total
Estonia,EE,EST,233,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,28.450000760000002,Total,Units,%,Modelled,,,Total
Swaziland,SZ,SWZ,748,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,24.98999977,Female,Units,%,Modelled,,,Total
Swaziland,SZ,SWZ,748,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,12.93000031,Male,Units,%,Modelled,,,Total
Swaziland,SZ,SWZ,748,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,18.94000053,Total,Units,%,Modelled,,,Total
Ethiopia,ET,ETH,231,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,5.940000057,Female,Units,%,Modelled,,,Total
Ethiopia,ET,ETH,231,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,5.320000172,Male,Units,%,Modelled,,,Total
Ethiopia,ET,ETH,231,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,5.6300001140000004,Total,Units,%,Modelled,,,Total
Fiji,FJ,FJI,242,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,27.71999931,Female,Units,%,Modelled,,,Total
Fiji,FJ,FJI,242,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,33.68999863,Male,Units,%,Modelled,,,Total
Fiji,FJ,FJI,242,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,30.73999977,Total,Units,%,Modelled,,,Total
Finland,FI,FIN,246,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,28.28000069,Female,Units,%,Modelled,,,Total
Finland,FI,FIN,246,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,33.09000015,Male,Units,%,Modelled,,,Total
Finland,FI,FIN,246,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,30.73999977,Total,Units,%,Modelled,,,Total
France,FR,FRA,250,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,17.69000053,Female,Units,%,Modelled,,,Total
France,FR,FRA,250,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,15.73999977,Male,Units,%,Modelled,,,Total
France,FR,FRA,250,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,16.69000053,Total,Units,%,Modelled,,,Total
French Polynesia,PF,PYF,258,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,44.11999893,Female,Units,%,Modelled,,,Total
French Polynesia,PF,PYF,258,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,50.93999863,Male,Units,%,Modelled,,,Total
French Polynesia,PF,PYF,258,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,47.61000061,Total,Units,%,Modelled,,,Total
Gabon,GA,GAB,266,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,15.93999958,Female,Units,%,Modelled,,,Total
Gabon,GA,GAB,266,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,18,Male,Units,%,Modelled,,,Total
Gabon,GA,GAB,266,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,16.97999954,Total,Units,%,Modelled,,,Total
Gambia,GM,GMB,270,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,12.23999977,Female,Units,%,Modelled,,,Total
Gambia,GM,GMB,270,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,12.94999981,Male,Units,%,Modelled,,,Total
Gambia,GM,GMB,270,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,12.600000380000001,Total,Units,%,Modelled,,,Total
Georgia,GE,GEO,268,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,23.22999954,Female,Units,%,Modelled,,,Total
Georgia,GE,GEO,268,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,31.13999939,Male,Units,%,Modelled,,,Total
Georgia,GE,GEO,268,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,27.32999992,Total,Units,%,Modelled,,,Total
Germany,DE,DEU,276,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,22.65999985,Female,Units,%,Modelled,,,Total
Germany,DE,DEU,276,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,27.95999908,Male,Units,%,Modelled,,,Total
Germany,DE,DEU,276,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,25.38999939,Total,Units,%,Modelled,,,Total
Ghana,GH,GHA,288,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,18.549999239999998,Female,Units,%,Modelled,,,Total
Ghana,GH,GHA,288,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,15.97000027,Male,Units,%,Modelled,,,Total
Ghana,GH,GHA,288,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,17.25,Total,Units,%,Modelled,,,Total
Greece,GR,GRC,300,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,31.68000031,Female,Units,%,Modelled,,,Total
Greece,GR,GRC,300,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,36.11999893,Male,Units,%,Modelled,,,Total
Greece,GR,GRC,300,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,33.97000122,Total,Units,%,Modelled,,,Total
Greenland,GL,GRL,304,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,15.44999981,Female,Units,%,Modelled,,,Total
Greenland,GL,GRL,304,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,11.01000023,Male,Units,%,Modelled,,,Total
Greenland,GL,GRL,304,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,13.15999985,Total,Units,%,Modelled,,,Total
Grenada,GD,GRD,308,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,36.43000031,Female,Units,%,Modelled,,,Total
Grenada,GD,GRD,308,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,38.88000107,Male,Units,%,Modelled,,,Total
Grenada,GD,GRD,308,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,37.68000031,Total,Units,%,Modelled,,,Total
Guatemala,GT,GTM,320,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,23.97999954,Female,Units,%,Modelled,,,Total
Guatemala,GT,GTM,320,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,21.62000084,Male,Units,%,Modelled,,,Total
Guatemala,GT,GTM,320,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,22.78000069,Total,Units,%,Modelled,,,Total
Guinea,GN,GIN,324,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,14.64000034,Female,Units,%,Modelled,,,Total
Guinea,GN,GIN,324,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,10.48999977,Male,Units,%,Modelled,,,Total
Guinea,GN,GIN,324,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,12.52999973,Total,Units,%,Modelled,,,Total
Guinea-Bissau,GW,GNB,624,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,12.23999977,Female,Units,%,Modelled,,,Total
Guinea-Bissau,GW,GNB,624,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,12.81000042,Male,Units,%,Modelled,,,Total
Guinea-Bissau,GW,GNB,624,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,12.52999973,Total,Units,%,Modelled,,,Total
Guyana,GY,GUY,328,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,32.02000046,Female,Units,%,Modelled,,,Total
Guyana,GY,GUY,328,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,24.10000038,Male,Units,%,Modelled,,,Total
Guyana,GY,GUY,328,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,28,Total,Units,%,Modelled,,,Total
Haiti,HT,HTI,332,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,12.350000380000001,Female,Units,%,Modelled,,,Total
Haiti,HT,HTI,332,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,38.86999893,Male,Units,%,Modelled,,,Total
Haiti,HT,HTI,332,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,25.69000053,Total,Units,%,Modelled,,,Total
Honduras,HN,HND,340,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,29.28000069,Female,Units,%,Modelled,,,Total
Honduras,HN,HND,340,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,33.75999832,Male,Units,%,Modelled,,,Total
Honduras,HN,HND,340,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,31.56999969,Total,Units,%,Modelled,,,Total
Hungary,HU,HUN,348,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,29.799999239999998,Female,Units,%,Modelled,,,Total
Hungary,HU,HUN,348,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,34.72000122,Male,Units,%,Modelled,,,Total
Hungary,HU,HUN,348,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,32.31999969,Total,Units,%,Modelled,,,Total
Iceland,IS,ISL,352,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,22.69000053,Female,Units,%,Modelled,,,Total
Iceland,IS,ISL,352,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,25.76000023,Male,Units,%,Modelled,,,Total
Iceland,IS,ISL,352,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,24.26000023,Total,Units,%,Modelled,,,Total
India,IN,IND,356,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,8.81000042,Female,Units,%,Modelled,,,Total
India,IN,IND,356,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,11.65999985,Male,Units,%,Modelled,,,Total
India,IN,IND,356,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,10.30000019,Total,Units,%,Modelled,,,Total
Indonesia,ID,IDN,360,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,24.86000061,Female,Units,%,Modelled,,,Total
Indonesia,ID,IDN,360,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,22.48999977,Male,Units,%,Modelled,,,Total
Indonesia,ID,IDN,360,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,23.63999939,Total,Units,%,Modelled,,,Total
"Iran, Islamic Republic of",IR,IRN,364,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,27.05999947,Female,Units,%,Modelled,,,Total
"Iran, Islamic Republic of",IR,IRN,364,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,33.61000061,Male,Units,%,Modelled,,,Total
"Iran, Islamic Republic of",IR,IRN,364,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,30.40999985,Total,Units,%,Modelled,,,Total
Iraq,IQ,IRQ,368,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,40.75999832,Female,Units,%,Modelled,,,Total
Iraq,IQ,IRQ,368,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,37.68000031,Male,Units,%,Modelled,,,Total
Iraq,IQ,IRQ,368,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,39.18000031,Total,Units,%,Modelled,,,Total
Ireland,IE,IRL,372,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,25.30999947,Female,Units,%,Modelled,,,Total
Ireland,IE,IRL,372,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,25.98999977,Male,Units,%,Modelled,,,Total
Ireland,IE,IRL,372,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,25.65999985,Total,Units,%,Modelled,,,Total
Israel,IL,ISR,376,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,23,Female,Units,%,Modelled,,,Total
Israel,IL,ISR,376,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,23.29000092,Male,Units,%,Modelled,,,Total
Israel,IL,ISR,376,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,23.14999962,Total,Units,%,Modelled,,,Total
Italy,IT,ITA,380,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,24.55999947,Female,Units,%,Modelled,,,Total
Italy,IT,ITA,380,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,29.90999985,Male,Units,%,Modelled,,,Total
Italy,IT,ITA,380,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,27.30999947,Total,Units,%,Modelled,,,Total
Jamaica,JM,JAM,388,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,35.11000061,Female,Units,%,Modelled,,,Total
Jamaica,JM,JAM,388,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,31.32999992,Male,Units,%,Modelled,,,Total
Jamaica,JM,JAM,388,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,33.18999863,Total,Units,%,Modelled,,,Total
Japan,JP,JPN,392,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,13.52999973,Female,Units,%,Modelled,,,Total
Japan,JP,JPN,392,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,18.84000015,Male,Units,%,Modelled,,,Total
Japan,JP,JPN,392,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,16.25,Total,Units,%,Modelled,,,Total
Jordan,JO,JOR,400,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,38.84000015,Female,Units,%,Modelled,,,Total
Jordan,JO,JOR,400,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,41.16999817,Male,Units,%,Modelled,,,Total
Jordan,JO,JOR,400,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,40.02999878,Total,Units,%,Modelled,,,Total
Kazakhstan,KZ,KAZ,398,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,16.93000031,Female,Units,%,Modelled,,,Total
Kazakhstan,KZ,KAZ,398,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,23.65999985,Male,Units,%,Modelled,,,Total
Kazakhstan,KZ,KAZ,398,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,20.37999916,Total,Units,%,Modelled,,,Total
Kenya,KE,KEN,404,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,13.21000004,Female,Units,%,Modelled,,,Total
Kenya,KE,KEN,404,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,6.849999905,Male,Units,%,Modelled,,,Total
Kenya,KE,KEN,404,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,10.02999973,Total,Units,%,Modelled,,,Total
Kiribati,KI,KIR,296,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,40.54999924,Female,Units,%,Modelled,,,Total
Kiribati,KI,KIR,296,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,46.68000031,Male,Units,%,Modelled,,,Total
Kiribati,KI,KIR,296,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,43.63999939,Total,Units,%,Modelled,,,Total
Kuwait,KW,KWT,414,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,42.88999939,Female,Units,%,Modelled,,,Total
Kuwait,KW,KWT,414,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,50.63999939,Male,Units,%,Modelled,,,Total
Kuwait,KW,KWT,414,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,47.13000107,Total,Units,%,Modelled,,,Total
Kyrgyzstan,KG,KGZ,417,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,9.729999542,Female,Units,%,Modelled,,,Total
Kyrgyzstan,KG,KGZ,417,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,13.22999954,Male,Units,%,Modelled,,,Total
Kyrgyzstan,KG,KGZ,417,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,11.51000023,Total,Units,%,Modelled,,,Total
Lao People's Democratic Republic,LA,LAO,418,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,13.03999996,Female,Units,%,Modelled,,,Total
Lao People's Democratic Republic,LA,LAO,418,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,20.5,Male,Units,%,Modelled,,,Total
Lao People's Democratic Republic,LA,LAO,418,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,16.84000015,Total,Units,%,Modelled,,,Total
Latvia,LV,LVA,428,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,19.95999908,Female,Units,%,Modelled,,,Total
Latvia,LV,LVA,428,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,23.59000015,Male,Units,%,Modelled,,,Total
Latvia,LV,LVA,428,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,21.82999992,Total,Units,%,Modelled,,,Total
Lebanon,LB,LBN,422,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,37.84000015,Female,Units,%,Modelled,,,Total
Lebanon,LB,LBN,422,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,45.54999924,Male,Units,%,Modelled,,,Total
Lebanon,LB,LBN,422,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,41.81999969,Total,Units,%,Modelled,,,Total
Lesotho,LS,LSO,426,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,17.62000084,Female,Units,%,Modelled,,,Total
Lesotho,LS,LSO,426,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,8.680000305,Male,Units,%,Modelled,,,Total
Lesotho,LS,LSO,426,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,13.17000008,Total,Units,%,Modelled,,,Total
Liberia,LR,LBR,430,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,16.39999962,Female,Units,%,Modelled,,,Total
Liberia,LR,LBR,430,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,17.63999939,Male,Units,%,Modelled,,,Total
Liberia,LR,LBR,430,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,17.03000069,Total,Units,%,Modelled,,,Total
Libyan Arab Jamahiriya,LY,LBY,434,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,35.61000061,Female,Units,%,Modelled,,,Total
Libyan Arab Jamahiriya,LY,LBY,434,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,34.36000061,Male,Units,%,Modelled,,,Total
Libyan Arab Jamahiriya,LY,LBY,434,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,34.97000122,Total,Units,%,Modelled,,,Total
Lithuania,LT,LTU,440,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,19.51000023,Female,Units,%,Modelled,,,Total
Lithuania,LT,LTU,440,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,21.51000023,Male,Units,%,Modelled,,,Total
Lithuania,LT,LTU,440,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,20.54000092,Total,Units,%,Modelled,,,Total
Luxembourg,LU,LUX,442,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,19.90999985,Female,Units,%,Modelled,,,Total
Luxembourg,LU,LUX,442,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,23.05999947,Male,Units,%,Modelled,,,Total
Luxembourg,LU,LUX,442,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,21.53000069,Total,Units,%,Modelled,,,Total
Madagascar,MG,MDG,450,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,4.360000134,Female,Units,%,Modelled,,,Total
Madagascar,MG,MDG,450,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,10.09000015,Male,Units,%,Modelled,,,Total
Madagascar,MG,MDG,450,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,7.25,Total,Units,%,Modelled,,,Total
Malawi,MW,MWI,454,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,10.350000380000001,Female,Units,%,Modelled,,,Total
Malawi,MW,MWI,454,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,7.1199998859999996,Male,Units,%,Modelled,,,Total
Malawi,MW,MWI,454,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,8.739999771,Total,Units,%,Modelled,,,Total
Malaysia,MY,MYS,458,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,29.80999947,Female,Units,%,Modelled,,,Total
Malaysia,MY,MYS,458,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,35.24000168,Male,Units,%,Modelled,,,Total
Malaysia,MY,MYS,458,"Percentage of overweight among children aged 5-19 years, BMI > +1 standard deviations above the median (crude estimate)",2022,32.59999847,Total,Units,%,Modelled,,,Total
